Region,Crime_Type,Year,Qtr,No_of_Offences,Population_Num,Live_Register_Num,Mean_Disposable_Income,Rent_Rates,CPI_All_Items,CPI_Water_Electricity_Gas,GBP_per_Euro,USD_per_Euro,Sunshine_Hours,Rainfall(mm),At_Risk_of_Poverty_Rate,Consistent_Poverty_Rate,Daily_Internet_Users,Pupils_Finish_Leaving_Cert,Num_Practising_Religion,Garda’_Num,Marriages_Num,Government_Party,Tobacco_gm_per_capita,Alcohol_ltr_per_capita,Pop_In_Good_Health
Northern,Controlled drug offences,2011,3,327,515500,195648,34091,478.97,2.6,9.7,0.8717,1.377,365.9,261.9,19.8,9.7,40,,294803,16843,7532,Fine Gael,1241,11.7,83.2
Northern,Controlled drug offences,2011,4,316,515500,182981,34091,472.85,2.6,9.7,0.8441,1.3179,153.4,465.6,19.8,9.7,40,,294803,16843,4261,Fine Gael,1241,11.7,83.2
Northern,Controlled drug offences,2012,1,282,510900,184989,30186,465.75,1.7,0.6,0.8345,1.3201,284.5,287.1,24.5,12.7,50,,,16843,2812,Fine Gael,1163,11.5,82.7
Northern,Controlled drug offences,2012,2,301,510900,186071,30186,461.9,1.7,0.6,0.8058,1.2526,552.1,238.7,24.5,12.7,50,,,16843,5411,Fine Gael,1163,11.5,82.7
Northern,Controlled drug offences,2012,3,285,510900,191256,30186,458.11,1.7,0.6,0.7982,1.2856,404.5,317.8,24.5,12.7,50,,,16843,7712,Fine Gael,1163,11.5,82.7
Northern,Controlled drug offences,2012,4,293,510900,177839,30186,453.02,1.7,0.6,0.8124,1.3119,190.2,360.9,24.5,12.7,50,,,16843,4778,Fine Gael,1163,11.5,82.7
Northern,Controlled drug offences,2013,1,186,509600,180616,31936,447.92,0.5,0.7,0.86,1.2964,252.1,275.5,25.4,18.5,51,90.1,,16328,3642,Fine Gael,1026,10.6,82
Northern,Controlled drug offences,2013,2,274,509600,179821,31936,445.38,0.5,0.7,0.8519,1.3189,529.6,249.8,25.4,18.5,51,90.1,,16328,5444,Fine Gael,1026,10.6,82
Northern,Controlled drug offences,2013,3,225,509600,182798,31936,444.2,0.5,0.7,0.8417,1.3348,386.1,218.7,25.4,18.5,51,90.1,,16328,7760,Fine Gael,1026,10.6,82
Northern,Controlled drug offences,2013,4,213,509600,167366,31936,442.04,0.5,0.7,0.8364,1.3704,187.1,384.1,25.4,18.5,51,90.1,,16328,4924,Fine Gael,1026,10.6,82
Northern,Controlled drug offences,2014,1,197,503900,167658,33490,438.26,0.2,0,0.8317,1.3823,257.4,428.3,22.5,14.2,55,,,16329,3624,Fine Gael,982,11,82.5
Northern,Controlled drug offences,2014,2,256,503900,167114,33490,436.58,0.2,0,0.8041,1.3592,561.2,164.2,22.5,14.2,55,,,16329,5567,Fine Gael,982,11,82.5
Northern,Controlled drug offences,2014,3,182,503900,167903,33490,440.74,0.2,0,0.7911,1.2901,554.3,205.2,22.5,14.2,55,,,16329,8048,Fine Gael,982,11,82.5
Northern,Controlled drug offences,2014,4,242,503900,153033,33490,439.72,0.2,0,0.7883,1.2331,170.9,417.3,22.5,14.2,55,,,16329,4956,Fine Gael,982,11,82.5
Northern,Weapons and Explosives Offences,2007,1,53,483900,69252,40180,558.45,4.9,20.4,0.6802,1.3242,241.7,290.5,21.7,8.4,19,83.8,,16776,3401,Fianna F‡il,1605,13.2,84
Northern,Weapons and Explosives Offences,2007,2,74,483900,69030,40180,561.2,4.9,20.4,0.6756,1.3419,642.3,217.7,21.7,8.4,19,83.8,,16776,5558,Fianna F‡il,1605,13.2,84
Northern,Weapons and Explosives Offences,2007,3,66,483900,73046,40180,556.81,4.9,20.4,0.6889,1.3896,439.1,271.1,21.7,8.4,19,83.8,,16776,8949,Fianna F‡il,1605,13.2,84
Northern,Weapons and Explosives Offences,2007,4,116,483900,70325,40180,568.73,4.9,20.4,0.7206,1.457,144.3,288.5,21.7,8.4,19,83.8,,16776,4848,Fianna F‡il,1605,13.2,84
Northern,Weapons and Explosives Offences,2008,1,57,496500,82216,41512,573.34,4.1,9.6,0.7749,1.5527,220.5,421.2,16.5,4.8,22,85.6,,17799,3228,Fianna F‡il,1439,12.2,84.3
Northern,Weapons and Explosives Offences,2008,2,89,496500,89612,41512,576.92,4.1,9.6,0.7915,1.5553,639.4,136.4,16.5,4.8,22,85.6,,17799,5351,Fianna F‡il,1439,12.2,84.3
Northern,Weapons and Explosives Offences,2008,3,74,496500,105227,41512,567.27,4.1,9.6,0.7992,1.437,345.8,338.9,16.5,4.8,22,85.6,,17799,8751,Fianna F‡il,1439,12.2,84.3
Northern,Weapons and Explosives Offences,2008,4,131,496500,117909,41512,564.74,4.1,9.6,0.9045,1.3449,166.8,346.1,16.5,4.8,22,85.6,,17799,4857,Fianna F‡il,1439,12.2,84.3
Northern,Weapons and Explosives Offences,2009,1,73,508200,151440,38247,555.15,-4.5,-22,0.9197,1.305,223.5,226.8,14.1,5.4,27,,,17579,3450,Fianna F‡il,1360,11,83.1
Northern,Weapons and Explosives Offences,2009,2,81,508200,168537,38247,543.46,-4.5,-22,0.8567,1.4016,660.5,239.2,14.1,5.4,27,,,17579,5432,Fianna F‡il,1360,11,83.1
Northern,Weapons and Explosives Offences,2009,3,74,508200,180784,38247,534.37,-4.5,-22,0.8914,1.4562,445.9,307.5,14.1,5.4,27,,,17579,8047,Fianna F‡il,1360,11,83.1
Northern,Weapons and Explosives Offences,2009,4,114,508200,175043,38247,531.63,-4.5,-22,0.8997,1.4614,174.8,393.2,14.1,5.4,27,,,17579,4698,Fianna F‡il,1360,11,83.1
Northern,Weapons and Explosives Offences,2010,1,63,511500,183377,38538,524.4,-1,1.3,0.9016,1.3569,277.4,238.7,13.7,7.4,33,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Northern,Weapons and Explosives Offences,2010,2,87,511500,186545,38538,516.53,-1,1.3,0.8277,1.2209,572.5,147.5,13.7,7.4,33,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Northern,Weapons and Explosives Offences,2010,3,60,511500,194227,38538,510.16,-1,1.3,0.8399,1.3067,400.1,339.6,13.7,7.4,33,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Northern,Weapons and Explosives Offences,2010,4,157,511500,182548,38538,500.73,-1,1.3,0.8481,1.322,213.4,254.4,13.7,7.4,33,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Northern,Weapons and Explosives Offences,2011,1,70,515500,187478,34091,489.3,2.6,9.7,0.8665,1.3999,273.8,252.7,19.8,9.7,40,,294803,16843,3047,Fine Gael,1241,11.7,83.2
Northern,Weapons and Explosives Offences,2011,2,59,515500,189655,34091,482.37,2.6,9.7,0.8875,1.4388,553.6,251.1,19.8,9.7,40,,294803,16843,5015,Fine Gael,1241,11.7,83.2
Northern,Weapons and Explosives Offences,2011,3,54,515500,195648,34091,478.97,2.6,9.7,0.8717,1.377,365.9,261.9,19.8,9.7,40,,294803,16843,7532,Fine Gael,1241,11.7,83.2
Northern,Weapons and Explosives Offences,2011,4,86,515500,182981,34091,472.85,2.6,9.7,0.8441,1.3179,153.4,465.6,19.8,9.7,40,,294803,16843,4261,Fine Gael,1241,11.7,83.2
Northern,Weapons and Explosives Offences,2012,1,48,510900,184989,30186,465.75,1.7,0.6,0.8345,1.3201,284.5,287.1,24.5,12.7,50,,,16843,2812,Fine Gael,1163,11.5,82.7
Northern,Weapons and Explosives Offences,2012,2,44,510900,186071,30186,461.9,1.7,0.6,0.8058,1.2526,552.1,238.7,24.5,12.7,50,,,16843,5411,Fine Gael,1163,11.5,82.7
Northern,Weapons and Explosives Offences,2012,3,33,510900,191256,30186,458.11,1.7,0.6,0.7982,1.2856,404.5,317.8,24.5,12.7,50,,,16843,7712,Fine Gael,1163,11.5,82.7
Northern,Weapons and Explosives Offences,2012,4,81,510900,177839,30186,453.02,1.7,0.6,0.8124,1.3119,190.2,360.9,24.5,12.7,50,,,16843,4778,Fine Gael,1163,11.5,82.7
Northern,Weapons and Explosives Offences,2013,1,47,509600,180616,31936,447.92,0.5,0.7,0.86,1.2964,252.1,275.5,25.4,18.5,51,90.1,,16328,3642,Fine Gael,1026,10.6,82
Northern,Weapons and Explosives Offences,2013,2,54,509600,179821,31936,445.38,0.5,0.7,0.8519,1.3189,529.6,249.8,25.4,18.5,51,90.1,,16328,5444,Fine Gael,1026,10.6,82
Northern,Weapons and Explosives Offences,2013,3,44,509600,182798,31936,444.2,0.5,0.7,0.8417,1.3348,386.1,218.7,25.4,18.5,51,90.1,,16328,7760,Fine Gael,1026,10.6,82
Northern,Weapons and Explosives Offences,2013,4,100,509600,167366,31936,442.04,0.5,0.7,0.8364,1.3704,187.1,384.1,25.4,18.5,51,90.1,,16328,4924,Fine Gael,1026,10.6,82
Northern,Weapons and Explosives Offences,2014,1,44,503900,167658,33490,438.26,0.2,0,0.8317,1.3823,257.4,428.3,22.5,14.2,55,,,16329,3624,Fine Gael,982,11,82.5
Northern,Weapons and Explosives Offences,2014,2,69,503900,167114,33490,436.58,0.2,0,0.8041,1.3592,561.2,164.2,22.5,14.2,55,,,16329,5567,Fine Gael,982,11,82.5
Northern,Weapons and Explosives Offences,2014,3,62,503900,167903,33490,440.74,0.2,0,0.7911,1.2901,554.3,205.2,22.5,14.2,55,,,16329,8048,Fine Gael,982,11,82.5
Northern,Weapons and Explosives Offences,2014,4,56,503900,153033,33490,439.72,0.2,0,0.7883,1.2331,170.9,417.3,22.5,14.2,55,,,16329,4956,Fine Gael,982,11,82.5
Northern,Damage to property and to the environment,2007,1,1279,483900,69252,40180,558.45,4.9,20.4,0.6802,1.3242,241.7,290.5,21.7,8.4,19,83.8,,16776,3401,Fianna F‡il,1605,13.2,84
Northern,Damage to property and to the environment,2007,2,1173,483900,69030,40180,561.2,4.9,20.4,0.6756,1.3419,642.3,217.7,21.7,8.4,19,83.8,,16776,5558,Fianna F‡il,1605,13.2,84
Northern,Damage to property and to the environment,2007,3,1229,483900,73046,40180,556.81,4.9,20.4,0.6889,1.3896,439.1,271.1,21.7,8.4,19,83.8,,16776,8949,Fianna F‡il,1605,13.2,84
Northern,Damage to property and to the environment,2007,4,1323,483900,70325,40180,568.73,4.9,20.4,0.7206,1.457,144.3,288.5,21.7,8.4,19,83.8,,16776,4848,Fianna F‡il,1605,13.2,84
Northern,Damage to property and to the environment,2008,1,1363,496500,82216,41512,573.34,4.1,9.6,0.7749,1.5527,220.5,421.2,16.5,4.8,22,85.6,,17799,3228,Fianna F‡il,1439,12.2,84.3
Northern,Damage to property and to the environment,2008,2,1271,496500,89612,41512,576.92,4.1,9.6,0.7915,1.5553,639.4,136.4,16.5,4.8,22,85.6,,17799,5351,Fianna F‡il,1439,12.2,84.3
Northern,Damage to property and to the environment,2008,3,1224,496500,105227,41512,567.27,4.1,9.6,0.7992,1.437,345.8,338.9,16.5,4.8,22,85.6,,17799,8751,Fianna F‡il,1439,12.2,84.3
Northern,Damage to property and to the environment,2008,4,1216,496500,117909,41512,564.74,4.1,9.6,0.9045,1.3449,166.8,346.1,16.5,4.8,22,85.6,,17799,4857,Fianna F‡il,1439,12.2,84.3
Northern,Damage to property and to the environment,2009,1,1011,508200,151440,38247,555.15,-4.5,-22,0.9197,1.305,223.5,226.8,14.1,5.4,27,,,17579,3450,Fianna F‡il,1360,11,83.1
Northern,Damage to property and to the environment,2009,2,1119,508200,168537,38247,543.46,-4.5,-22,0.8567,1.4016,660.5,239.2,14.1,5.4,27,,,17579,5432,Fianna F‡il,1360,11,83.1
Northern,Damage to property and to the environment,2009,3,1117,508200,180784,38247,534.37,-4.5,-22,0.8914,1.4562,445.9,307.5,14.1,5.4,27,,,17579,8047,Fianna F‡il,1360,11,83.1
Northern,Damage to property and to the environment,2009,4,905,508200,175043,38247,531.63,-4.5,-22,0.8997,1.4614,174.8,393.2,14.1,5.4,27,,,17579,4698,Fianna F‡il,1360,11,83.1
Northern,Damage to property and to the environment,2010,1,900,511500,183377,38538,524.4,-1,1.3,0.9016,1.3569,277.4,238.7,13.7,7.4,33,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Northern,Damage to property and to the environment,2010,2,1027,511500,186545,38538,516.53,-1,1.3,0.8277,1.2209,572.5,147.5,13.7,7.4,33,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Northern,Damage to property and to the environment,2010,3,955,511500,194227,38538,510.16,-1,1.3,0.8399,1.3067,400.1,339.6,13.7,7.4,33,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Northern,Damage to property and to the environment,2010,4,992,511500,182548,38538,500.73,-1,1.3,0.8481,1.322,213.4,254.4,13.7,7.4,33,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Northern,Damage to property and to the environment,2011,1,925,515500,187478,34091,489.3,2.6,9.7,0.8665,1.3999,273.8,252.7,19.8,9.7,40,,294803,16843,3047,Fine Gael,1241,11.7,83.2
Northern,Damage to property and to the environment,2011,2,884,515500,189655,34091,482.37,2.6,9.7,0.8875,1.4388,553.6,251.1,19.8,9.7,40,,294803,16843,5015,Fine Gael,1241,11.7,83.2
Northern,Damage to property and to the environment,2011,3,805,515500,195648,34091,478.97,2.6,9.7,0.8717,1.377,365.9,261.9,19.8,9.7,40,,294803,16843,7532,Fine Gael,1241,11.7,83.2
Northern,Damage to property and to the environment,2011,4,791,515500,182981,34091,472.85,2.6,9.7,0.8441,1.3179,153.4,465.6,19.8,9.7,40,,294803,16843,4261,Fine Gael,1241,11.7,83.2
Northern,Damage to property and to the environment,2012,1,751,510900,184989,30186,465.75,1.7,0.6,0.8345,1.3201,284.5,287.1,24.5,12.7,50,,,16843,2812,Fine Gael,1163,11.5,82.7
Northern,Damage to property and to the environment,2012,2,826,510900,186071,30186,461.9,1.7,0.6,0.8058,1.2526,552.1,238.7,24.5,12.7,50,,,16843,5411,Fine Gael,1163,11.5,82.7
Northern,Damage to property and to the environment,2012,3,787,510900,191256,30186,458.11,1.7,0.6,0.7982,1.2856,404.5,317.8,24.5,12.7,50,,,16843,7712,Fine Gael,1163,11.5,82.7
Northern,Damage to property and to the environment,2012,4,797,510900,177839,30186,453.02,1.7,0.6,0.8124,1.3119,190.2,360.9,24.5,12.7,50,,,16843,4778,Fine Gael,1163,11.5,82.7
Northern,Damage to property and to the environment,2013,1,731,509600,180616,31936,447.92,0.5,0.7,0.86,1.2964,252.1,275.5,25.4,18.5,51,90.1,,16328,3642,Fine Gael,1026,10.6,82
Northern,Damage to property and to the environment,2013,2,713,509600,179821,31936,445.38,0.5,0.7,0.8519,1.3189,529.6,249.8,25.4,18.5,51,90.1,,16328,5444,Fine Gael,1026,10.6,82
Northern,Damage to property and to the environment,2013,3,709,509600,182798,31936,444.2,0.5,0.7,0.8417,1.3348,386.1,218.7,25.4,18.5,51,90.1,,16328,7760,Fine Gael,1026,10.6,82
Northern,Damage to property and to the environment,2013,4,734,509600,167366,31936,442.04,0.5,0.7,0.8364,1.3704,187.1,384.1,25.4,18.5,51,90.1,,16328,4924,Fine Gael,1026,10.6,82
Northern,Damage to property and to the environment,2014,1,602,503900,167658,33490,438.26,0.2,0,0.8317,1.3823,257.4,428.3,22.5,14.2,55,,,16329,3624,Fine Gael,982,11,82.5
Northern,Damage to property and to the environment,2014,2,751,503900,167114,33490,436.58,0.2,0,0.8041,1.3592,561.2,164.2,22.5,14.2,55,,,16329,5567,Fine Gael,982,11,82.5
Northern,Damage to property and to the environment,2014,3,701,503900,167903,33490,440.74,0.2,0,0.7911,1.2901,554.3,205.2,22.5,14.2,55,,,16329,8048,Fine Gael,982,11,82.5
Northern,Damage to property and to the environment,2014,4,706,503900,153033,33490,439.72,0.2,0,0.7883,1.2331,170.9,417.3,22.5,14.2,55,,,16329,4956,Fine Gael,982,11,82.5
Northern,Public order and other social code offences,2007,1,1646,483900,69252,40180,558.45,4.9,20.4,0.6802,1.3242,241.7,290.5,21.7,8.4,19,83.8,,16776,3401,Fianna F‡il,1605,13.2,84
Northern,Public order and other social code offences,2007,2,1676,483900,69030,40180,561.2,4.9,20.4,0.6756,1.3419,642.3,217.7,21.7,8.4,19,83.8,,16776,5558,Fianna F‡il,1605,13.2,84
Northern,Public order and other social code offences,2007,3,1823,483900,73046,40180,556.81,4.9,20.4,0.6889,1.3896,439.1,271.1,21.7,8.4,19,83.8,,16776,8949,Fianna F‡il,1605,13.2,84
Northern,Public order and other social code offences,2007,4,1925,483900,70325,40180,568.73,4.9,20.4,0.7206,1.457,144.3,288.5,21.7,8.4,19,83.8,,16776,4848,Fianna F‡il,1605,13.2,84
Northern,Public order and other social code offences,2008,1,1834,496500,82216,41512,573.34,4.1,9.6,0.7749,1.5527,220.5,421.2,16.5,4.8,22,85.6,,17799,3228,Fianna F‡il,1439,12.2,84.3
Northern,Public order and other social code offences,2008,2,1755,496500,89612,41512,576.92,4.1,9.6,0.7915,1.5553,639.4,136.4,16.5,4.8,22,85.6,,17799,5351,Fianna F‡il,1439,12.2,84.3
Northern,Public order and other social code offences,2008,3,1835,496500,105227,41512,567.27,4.1,9.6,0.7992,1.437,345.8,338.9,16.5,4.8,22,85.6,,17799,8751,Fianna F‡il,1439,12.2,84.3
Northern,Public order and other social code offences,2008,4,1831,496500,117909,41512,564.74,4.1,9.6,0.9045,1.3449,166.8,346.1,16.5,4.8,22,85.6,,17799,4857,Fianna F‡il,1439,12.2,84.3
Northern,Public order and other social code offences,2009,1,1521,508200,151440,38247,555.15,-4.5,-22,0.9197,1.305,223.5,226.8,14.1,5.4,27,,,17579,3450,Fianna F‡il,1360,11,83.1
Northern,Public order and other social code offences,2009,2,1764,508200,168537,38247,543.46,-4.5,-22,0.8567,1.4016,660.5,239.2,14.1,5.4,27,,,17579,5432,Fianna F‡il,1360,11,83.1
Northern,Public order and other social code offences,2009,3,1752,508200,180784,38247,534.37,-4.5,-22,0.8914,1.4562,445.9,307.5,14.1,5.4,27,,,17579,8047,Fianna F‡il,1360,11,83.1
Northern,Public order and other social code offences,2009,4,1700,508200,175043,38247,531.63,-4.5,-22,0.8997,1.4614,174.8,393.2,14.1,5.4,27,,,17579,4698,Fianna F‡il,1360,11,83.1
Northern,Public order and other social code offences,2010,1,1392,511500,183377,38538,524.4,-1,1.3,0.9016,1.3569,277.4,238.7,13.7,7.4,33,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Northern,Public order and other social code offences,2010,2,1605,511500,186545,38538,516.53,-1,1.3,0.8277,1.2209,572.5,147.5,13.7,7.4,33,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Northern,Public order and other social code offences,2010,3,1656,511500,194227,38538,510.16,-1,1.3,0.8399,1.3067,400.1,339.6,13.7,7.4,33,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Northern,Public order and other social code offences,2010,4,1515,511500,182548,38538,500.73,-1,1.3,0.8481,1.322,213.4,254.4,13.7,7.4,33,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Northern,Public order and other social code offences,2011,1,1471,515500,187478,34091,489.3,2.6,9.7,0.8665,1.3999,273.8,252.7,19.8,9.7,40,,294803,16843,3047,Fine Gael,1241,11.7,83.2
Northern,Public order and other social code offences,2011,2,1368,515500,189655,34091,482.37,2.6,9.7,0.8875,1.4388,553.6,251.1,19.8,9.7,40,,294803,16843,5015,Fine Gael,1241,11.7,83.2
Northern,Public order and other social code offences,2011,3,1377,515500,195648,34091,478.97,2.6,9.7,0.8717,1.377,365.9,261.9,19.8,9.7,40,,294803,16843,7532,Fine Gael,1241,11.7,83.2
Northern,Public order and other social code offences,2011,4,1306,515500,182981,34091,472.85,2.6,9.7,0.8441,1.3179,153.4,465.6,19.8,9.7,40,,294803,16843,4261,Fine Gael,1241,11.7,83.2
Northern,Public order and other social code offences,2012,1,1147,510900,184989,30186,465.75,1.7,0.6,0.8345,1.3201,284.5,287.1,24.5,12.7,50,,,16843,2812,Fine Gael,1163,11.5,82.7
Northern,Public order and other social code offences,2012,2,1237,510900,186071,30186,461.9,1.7,0.6,0.8058,1.2526,552.1,238.7,24.5,12.7,50,,,16843,5411,Fine Gael,1163,11.5,82.7
Northern,Public order and other social code offences,2012,3,1301,510900,191256,30186,458.11,1.7,0.6,0.7982,1.2856,404.5,317.8,24.5,12.7,50,,,16843,7712,Fine Gael,1163,11.5,82.7
Northern,Public order and other social code offences,2012,4,1149,510900,177839,30186,453.02,1.7,0.6,0.8124,1.3119,190.2,360.9,24.5,12.7,50,,,16843,4778,Fine Gael,1163,11.5,82.7
Northern,Public order and other social code offences,2013,1,901,509600,180616,31936,447.92,0.5,0.7,0.86,1.2964,252.1,275.5,25.4,18.5,51,90.1,,16328,3642,Fine Gael,1026,10.6,82
Northern,Public order and other social code offences,2013,2,934,509600,179821,31936,445.38,0.5,0.7,0.8519,1.3189,529.6,249.8,25.4,18.5,51,90.1,,16328,5444,Fine Gael,1026,10.6,82
Northern,Public order and other social code offences,2013,3,1060,509600,182798,31936,444.2,0.5,0.7,0.8417,1.3348,386.1,218.7,25.4,18.5,51,90.1,,16328,7760,Fine Gael,1026,10.6,82
Northern,Public order and other social code offences,2013,4,1001,509600,167366,31936,442.04,0.5,0.7,0.8364,1.3704,187.1,384.1,25.4,18.5,51,90.1,,16328,4924,Fine Gael,1026,10.6,82
Northern,Public order and other social code offences,2014,1,838,503900,167658,33490,438.26,0.2,0,0.8317,1.3823,257.4,428.3,22.5,14.2,55,,,16329,3624,Fine Gael,982,11,82.5
Northern,Public order and other social code offences,2014,2,928,503900,167114,33490,436.58,0.2,0,0.8041,1.3592,561.2,164.2,22.5,14.2,55,,,16329,5567,Fine Gael,982,11,82.5
Northern,Public order and other social code offences,2014,3,895,503900,167903,33490,440.74,0.2,0,0.7911,1.2901,554.3,205.2,22.5,14.2,55,,,16329,8048,Fine Gael,982,11,82.5
Northern,Public order and other social code offences,2014,4,918,503900,153033,33490,439.72,0.2,0,0.7883,1.2331,170.9,417.3,22.5,14.2,55,,,16329,4956,Fine Gael,982,11,82.5
Northern,"Offences against government, justice procedures and organisation of crime",2007,1,156,483900,69252,40180,558.45,4.9,20.4,0.6802,1.3242,241.7,290.5,21.7,8.4,19,83.8,,16776,3401,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2007,2,162,483900,69030,40180,561.2,4.9,20.4,0.6756,1.3419,642.3,217.7,21.7,8.4,19,83.8,,16776,5558,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2007,3,152,483900,73046,40180,556.81,4.9,20.4,0.6889,1.3896,439.1,271.1,21.7,8.4,19,83.8,,16776,8949,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2007,4,139,483900,70325,40180,568.73,4.9,20.4,0.7206,1.457,144.3,288.5,21.7,8.4,19,83.8,,16776,4848,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2008,1,162,496500,82216,41512,573.34,4.1,9.6,0.7749,1.5527,220.5,421.2,16.5,4.8,22,85.6,,17799,3228,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2008,2,176,496500,89612,41512,576.92,4.1,9.6,0.7915,1.5553,639.4,136.4,16.5,4.8,22,85.6,,17799,5351,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2008,3,165,496500,105227,41512,567.27,4.1,9.6,0.7992,1.437,345.8,338.9,16.5,4.8,22,85.6,,17799,8751,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2008,4,138,496500,117909,41512,564.74,4.1,9.6,0.9045,1.3449,166.8,346.1,16.5,4.8,22,85.6,,17799,4857,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2009,1,193,508200,151440,38247,555.15,-4.5,-22,0.9197,1.305,223.5,226.8,14.1,5.4,27,,,17579,3450,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2009,2,159,508200,168537,38247,543.46,-4.5,-22,0.8567,1.4016,660.5,239.2,14.1,5.4,27,,,17579,5432,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2009,3,160,508200,180784,38247,534.37,-4.5,-22,0.8914,1.4562,445.9,307.5,14.1,5.4,27,,,17579,8047,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2009,4,126,508200,175043,38247,531.63,-4.5,-22,0.8997,1.4614,174.8,393.2,14.1,5.4,27,,,17579,4698,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2010,1,186,511500,183377,38538,524.4,-1,1.3,0.9016,1.3569,277.4,238.7,13.7,7.4,33,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2010,2,181,511500,186545,38538,516.53,-1,1.3,0.8277,1.2209,572.5,147.5,13.7,7.4,33,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2010,3,189,511500,194227,38538,510.16,-1,1.3,0.8399,1.3067,400.1,339.6,13.7,7.4,33,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2010,4,138,511500,182548,38538,500.73,-1,1.3,0.8481,1.322,213.4,254.4,13.7,7.4,33,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2011,1,131,515500,187478,34091,489.3,2.6,9.7,0.8665,1.3999,273.8,252.7,19.8,9.7,40,,294803,16843,3047,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2011,2,131,515500,189655,34091,482.37,2.6,9.7,0.8875,1.4388,553.6,251.1,19.8,9.7,40,,294803,16843,5015,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2011,3,140,515500,195648,34091,478.97,2.6,9.7,0.8717,1.377,365.9,261.9,19.8,9.7,40,,294803,16843,7532,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2011,4,145,515500,182981,34091,472.85,2.6,9.7,0.8441,1.3179,153.4,465.6,19.8,9.7,40,,294803,16843,4261,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2012,1,148,510900,184989,30186,465.75,1.7,0.6,0.8345,1.3201,284.5,287.1,24.5,12.7,50,,,16843,2812,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2012,2,128,510900,186071,30186,461.9,1.7,0.6,0.8058,1.2526,552.1,238.7,24.5,12.7,50,,,16843,5411,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2012,3,125,510900,191256,30186,458.11,1.7,0.6,0.7982,1.2856,404.5,317.8,24.5,12.7,50,,,16843,7712,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2012,4,116,510900,177839,30186,453.02,1.7,0.6,0.8124,1.3119,190.2,360.9,24.5,12.7,50,,,16843,4778,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2013,1,149,509600,180616,31936,447.92,0.5,0.7,0.86,1.2964,252.1,275.5,25.4,18.5,51,90.1,,16328,3642,Fine Gael,1026,10.6,82
Northern,"Offences against government, justice procedures and organisation of crime",2013,2,129,509600,179821,31936,445.38,0.5,0.7,0.8519,1.3189,529.6,249.8,25.4,18.5,51,90.1,,16328,5444,Fine Gael,1026,10.6,82
Northern,"Offences against government, justice procedures and organisation of crime",2013,3,121,509600,182798,31936,444.2,0.5,0.7,0.8417,1.3348,386.1,218.7,25.4,18.5,51,90.1,,16328,7760,Fine Gael,1026,10.6,82
