Region,Crime_Type,Year,Qtr,No_of_Offences,Population_Num,Live_Register_Num,Mean_Disposable_Income,Rent_Rates,CPI_All_Items,CPI_Water_Electricity_Gas,GBP_per_Euro,USD_per_Euro,Sunshine_Hours,Rainfall(mm),At_Risk_of_Poverty_Rate,Consistent_Poverty_Rate,Daily_Internet_Users,Pupils_Finish_Leaving_Cert,Num_Practising_Religion,Garda’_Num,Marriages_Num,Government_Party,Tobacco_gm_per_capita,Alcohol_ltr_per_capita,Pop_In_Good_Health
Dublin,Damage to property and to the environment,2011,2,3432,1261500,319436,54111,1027.44,2.6,9.7,0.8875,1.4388,588.3,129.7,9.5,4,66,,1187176,16843,5015,Fine Gael,1241,11.7,83.2
Dublin,Damage to property and to the environment,2011,3,3258,1261500,331193,54111,1034.99,2.6,9.7,0.8717,1.377,419.1,169.6,9.5,4,66,,1187176,16843,7532,Fine Gael,1241,11.7,83.2
Dublin,Damage to property and to the environment,2011,4,3458,1261500,306935,54111,1027.48,2.6,9.7,0.8441,1.3179,217.9,248.1,9.5,4,66,,1187176,16843,4261,Fine Gael,1241,11.7,83.2
Dublin,Damage to property and to the environment,2012,1,3531,1262900,311985,51589,1027.84,1.7,0.6,0.8345,1.3201,288,158.8,10.3,6.1,67,,,16843,2812,Fine Gael,1163,11.5,82.7
Dublin,Damage to property and to the environment,2012,2,3120,1262900,317220,51589,1031.78,1.7,0.6,0.8058,1.2526,484.6,298.5,10.3,6.1,67,,,16843,5411,Fine Gael,1163,11.5,82.7
Dublin,Damage to property and to the environment,2012,3,3273,1262900,326025,51589,1041.66,1.7,0.6,0.7982,1.2856,447.7,247.1,10.3,6.1,67,,,16843,7712,Fine Gael,1163,11.5,82.7
Dublin,Damage to property and to the environment,2012,4,3235,1262900,301172,51589,1041.95,1.7,0.6,0.8124,1.3119,254,194.8,10.3,6.1,67,,,16843,4778,Fine Gael,1163,11.5,82.7
Dublin,Damage to property and to the environment,2013,1,3046,1262400,306829,50938,1046.5,0.5,0.7,0.86,1.2964,172.4,227.2,9.1,4.9,71,88.6,,16328,3642,Fine Gael,1026,10.6,82
Dublin,Damage to property and to the environment,2013,2,2798,1262400,307838,50938,1055.33,0.5,0.7,0.8519,1.3189,570,143.3,9.1,4.9,71,88.6,,16328,5444,Fine Gael,1026,10.6,82
Dublin,Damage to property and to the environment,2013,3,2686,1262400,313238,50938,1070.88,0.5,0.7,0.8417,1.3348,506,156.8,9.1,4.9,71,88.6,,16328,7760,Fine Gael,1026,10.6,82
Dublin,Damage to property and to the environment,2013,4,2908,1262400,284758,50938,1077.33,0.5,0.7,0.8364,1.3704,227.1,249.8,9.1,4.9,71,88.6,,16328,4924,Fine Gael,1026,10.6,82
Dublin,Damage to property and to the environment,2014,1,2912,1274600,285949,50847,1088.48,0.2,0,0.8317,1.3823,286.5,242.8,10.3,5.1,74,,,16329,3624,Fine Gael,982,11,82.5
Dublin,Damage to property and to the environment,2014,2,2825,1274600,286944,50847,1102.96,0.2,0,0.8041,1.3592,534.8,161.9,10.3,5.1,74,,,16329,5567,Fine Gael,982,11,82.5
Dublin,Damage to property and to the environment,2014,3,2673,1274600,287464,50847,1125.97,0.2,0,0.7911,1.2901,482.9,234.5,10.3,5.1,74,,,16329,8048,Fine Gael,982,11,82.5
Dublin,Damage to property and to the environment,2014,4,2989,1274600,255873,50847,1143.08,0.2,0,0.7883,1.2331,260.2,287.3,10.3,5.1,74,,,16329,4956,Fine Gael,982,11,82.5
Dublin,Public order and other social code offences,2007,1,4578,1231200,117890,60874,1344.82,4.9,20.4,0.6802,1.3242,288,212.7,11.7,5,43,80.1,,16776,3401,Fianna F‡il,1605,13.2,84
Dublin,Public order and other social code offences,2007,2,4733,1231200,119955,60874,1350.09,4.9,20.4,0.6756,1.3419,599.2,184.1,11.7,5,43,80.1,,16776,5558,Fianna F‡il,1605,13.2,84
Dublin,Public order and other social code offences,2007,3,4675,1231200,127708,60874,1358.33,4.9,20.4,0.6889,1.3896,440.6,253.8,11.7,5,43,80.1,,16776,8949,Fianna F‡il,1605,13.2,84
Dublin,Public order and other social code offences,2007,4,4937,1231200,119210,60874,1364.62,4.9,20.4,0.7206,1.457,230.7,133.8,11.7,5,43,80.1,,16776,4848,Fianna F‡il,1605,13.2,84
Dublin,Public order and other social code offences,2008,1,5321,1252700,134054,61496,1347.88,4.1,9.6,0.7749,1.5527,275.2,214,9.8,3.5,47,81.7,,17799,3228,Fianna F‡il,1439,12.2,84.3
Dublin,Public order and other social code offences,2008,2,5484,1252700,146478,61496,1346.66,4.1,9.6,0.7915,1.5553,603.7,136.1,9.8,3.5,47,81.7,,17799,5351,Fianna F‡il,1439,12.2,84.3
Dublin,Public order and other social code offences,2008,3,5332,1252700,171010,61496,1315.39,4.1,9.6,0.7992,1.437,371.2,415.7,9.8,3.5,47,81.7,,17799,8751,Fianna F‡il,1439,12.2,84.3
Dublin,Public order and other social code offences,2008,4,4871,1252700,188013,61496,1292.81,4.1,9.6,0.9045,1.3449,262,176.5,9.8,3.5,47,81.7,,17799,4857,Fianna F‡il,1439,12.2,84.3
Dublin,Public order and other social code offences,2009,1,4656,1258500,244840,58759,1256,-4.5,-22,0.9197,1.305,266.5,144.3,8.3,4.4,51,,,17579,3450,Fianna F‡il,1360,11,83.1
Dublin,Public order and other social code offences,2009,2,4826,1258500,287136,58759,1215.51,-4.5,-22,0.8567,1.4016,619.9,222.8,8.3,4.4,51,,,17579,5432,Fianna F‡il,1360,11,83.1
Dublin,Public order and other social code offences,2009,3,4423,1258500,311749,58759,1173.75,-4.5,-22,0.8914,1.4562,445.6,247.2,8.3,4.4,51,,,17579,8047,Fianna F‡il,1360,11,83.1
Dublin,Public order and other social code offences,2009,4,4392,1258500,300482,58759,1124.32,-4.5,-22,0.8997,1.4614,227.1,305.9,8.3,4.4,51,,,17579,4698,Fianna F‡il,1360,11,83.1
Dublin,Public order and other social code offences,2010,1,4117,1259600,311064,57023,1084.07,-1,1.3,0.9016,1.3569,305.3,134.2,11.4,5.5,57,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Dublin,Public order and other social code offences,2010,2,4648,1259600,317658,57023,1060.46,-1,1.3,0.8277,1.2209,632.5,118.8,11.4,5.5,57,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Dublin,Public order and other social code offences,2010,3,4393,1259600,331979,57023,1049.07,-1,1.3,0.8399,1.3067,498.8,228.2,11.4,5.5,57,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Dublin,Public order and other social code offences,2010,4,4138,1259600,304797,57023,1026.91,-1,1.3,0.8481,1.322,281.2,187.7,11.4,5.5,57,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Dublin,Public order and other social code offences,2011,1,4236,1261500,312757,54111,1021.95,2.6,9.7,0.8665,1.3999,326.4,124.7,9.5,4,66,,1187176,16843,3047,Fine Gael,1241,11.7,83.2
Dublin,Public order and other social code offences,2011,2,3765,1261500,319436,54111,1027.44,2.6,9.7,0.8875,1.4388,588.3,129.7,9.5,4,66,,1187176,16843,5015,Fine Gael,1241,11.7,83.2
Dublin,Public order and other social code offences,2011,3,3844,1261500,331193,54111,1034.99,2.6,9.7,0.8717,1.377,419.1,169.6,9.5,4,66,,1187176,16843,7532,Fine Gael,1241,11.7,83.2
Dublin,Public order and other social code offences,2011,4,3521,1261500,306935,54111,1027.48,2.6,9.7,0.8441,1.3179,217.9,248.1,9.5,4,66,,1187176,16843,4261,Fine Gael,1241,11.7,83.2
Dublin,Public order and other social code offences,2012,1,3394,1262900,311985,51589,1027.84,1.7,0.6,0.8345,1.3201,288,158.8,10.3,6.1,67,,,16843,2812,Fine Gael,1163,11.5,82.7
Dublin,Public order and other social code offences,2012,2,3279,1262900,317220,51589,1031.78,1.7,0.6,0.8058,1.2526,484.6,298.5,10.3,6.1,67,,,16843,5411,Fine Gael,1163,11.5,82.7
Dublin,Public order and other social code offences,2012,3,3471,1262900,326025,51589,1041.66,1.7,0.6,0.7982,1.2856,447.7,247.1,10.3,6.1,67,,,16843,7712,Fine Gael,1163,11.5,82.7
Dublin,Public order and other social code offences,2012,4,2975,1262900,301172,51589,1041.95,1.7,0.6,0.8124,1.3119,254,194.8,10.3,6.1,67,,,16843,4778,Fine Gael,1163,11.5,82.7
Dublin,Public order and other social code offences,2013,1,2617,1262400,306829,50938,1046.5,0.5,0.7,0.86,1.2964,172.4,227.2,9.1,4.9,71,88.6,,16328,3642,Fine Gael,1026,10.6,82
Dublin,Public order and other social code offences,2013,2,2821,1262400,307838,50938,1055.33,0.5,0.7,0.8519,1.3189,570,143.3,9.1,4.9,71,88.6,,16328,5444,Fine Gael,1026,10.6,82
Dublin,Public order and other social code offences,2013,3,2858,1262400,313238,50938,1070.88,0.5,0.7,0.8417,1.3348,506,156.8,9.1,4.9,71,88.6,,16328,7760,Fine Gael,1026,10.6,82
Dublin,Public order and other social code offences,2013,4,2455,1262400,284758,50938,1077.33,0.5,0.7,0.8364,1.3704,227.1,249.8,9.1,4.9,71,88.6,,16328,4924,Fine Gael,1026,10.6,82
Dublin,Public order and other social code offences,2014,1,2233,1274600,285949,50847,1088.48,0.2,0,0.8317,1.3823,286.5,242.8,10.3,5.1,74,,,16329,3624,Fine Gael,982,11,82.5
Dublin,Public order and other social code offences,2014,2,2374,1274600,286944,50847,1102.96,0.2,0,0.8041,1.3592,534.8,161.9,10.3,5.1,74,,,16329,5567,Fine Gael,982,11,82.5
Dublin,Public order and other social code offences,2014,3,2549,1274600,287464,50847,1125.97,0.2,0,0.7911,1.2901,482.9,234.5,10.3,5.1,74,,,16329,8048,Fine Gael,982,11,82.5
Dublin,Public order and other social code offences,2014,4,2396,1274600,255873,50847,1143.08,0.2,0,0.7883,1.2331,260.2,287.3,10.3,5.1,74,,,16329,4956,Fine Gael,982,11,82.5
Dublin,"Offences against government, justice procedures and organisation of crime",2007,1,1871,1231200,117890,60874,1344.82,4.9,20.4,0.6802,1.3242,288,212.7,11.7,5,43,80.1,,16776,3401,Fianna F‡il,1605,13.2,84
Dublin,"Offences against government, justice procedures and organisation of crime",2007,2,1655,1231200,119955,60874,1350.09,4.9,20.4,0.6756,1.3419,599.2,184.1,11.7,5,43,80.1,,16776,5558,Fianna F‡il,1605,13.2,84
Dublin,"Offences against government, justice procedures and organisation of crime",2007,3,1636,1231200,127708,60874,1358.33,4.9,20.4,0.6889,1.3896,440.6,253.8,11.7,5,43,80.1,,16776,8949,Fianna F‡il,1605,13.2,84
Dublin,"Offences against government, justice procedures and organisation of crime",2007,4,1600,1231200,119210,60874,1364.62,4.9,20.4,0.7206,1.457,230.7,133.8,11.7,5,43,80.1,,16776,4848,Fianna F‡il,1605,13.2,84
Dublin,"Offences against government, justice procedures and organisation of crime",2008,1,1936,1252700,134054,61496,1347.88,4.1,9.6,0.7749,1.5527,275.2,214,9.8,3.5,47,81.7,,17799,3228,Fianna F‡il,1439,12.2,84.3
Dublin,"Offences against government, justice procedures and organisation of crime",2008,2,2252,1252700,146478,61496,1346.66,4.1,9.6,0.7915,1.5553,603.7,136.1,9.8,3.5,47,81.7,,17799,5351,Fianna F‡il,1439,12.2,84.3
Dublin,"Offences against government, justice procedures and organisation of crime",2008,3,2437,1252700,171010,61496,1315.39,4.1,9.6,0.7992,1.437,371.2,415.7,9.8,3.5,47,81.7,,17799,8751,Fianna F‡il,1439,12.2,84.3
Dublin,"Offences against government, justice procedures and organisation of crime",2008,4,1708,1252700,188013,61496,1292.81,4.1,9.6,0.9045,1.3449,262,176.5,9.8,3.5,47,81.7,,17799,4857,Fianna F‡il,1439,12.2,84.3
Dublin,"Offences against government, justice procedures and organisation of crime",2009,1,2004,1258500,244840,58759,1256,-4.5,-22,0.9197,1.305,266.5,144.3,8.3,4.4,51,,,17579,3450,Fianna F‡il,1360,11,83.1
Dublin,"Offences against government, justice procedures and organisation of crime",2009,2,1867,1258500,287136,58759,1215.51,-4.5,-22,0.8567,1.4016,619.9,222.8,8.3,4.4,51,,,17579,5432,Fianna F‡il,1360,11,83.1
Dublin,"Offences against government, justice procedures and organisation of crime",2009,3,1663,1258500,311749,58759,1173.75,-4.5,-22,0.8914,1.4562,445.6,247.2,8.3,4.4,51,,,17579,8047,Fianna F‡il,1360,11,83.1
Dublin,"Offences against government, justice procedures and organisation of crime",2009,4,1455,1258500,300482,58759,1124.32,-4.5,-22,0.8997,1.4614,227.1,305.9,8.3,4.4,51,,,17579,4698,Fianna F‡il,1360,11,83.1
Dublin,"Offences against government, justice procedures and organisation of crime",2010,1,1786,1259600,311064,57023,1084.07,-1,1.3,0.9016,1.3569,305.3,134.2,11.4,5.5,57,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Dublin,"Offences against government, justice procedures and organisation of crime",2010,2,1739,1259600,317658,57023,1060.46,-1,1.3,0.8277,1.2209,632.5,118.8,11.4,5.5,57,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Dublin,"Offences against government, justice procedures and organisation of crime",2010,3,1475,1259600,331979,57023,1049.07,-1,1.3,0.8399,1.3067,498.8,228.2,11.4,5.5,57,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Dublin,"Offences against government, justice procedures and organisation of crime",2010,4,1510,1259600,304797,57023,1026.91,-1,1.3,0.8481,1.322,281.2,187.7,11.4,5.5,57,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Dublin,"Offences against government, justice procedures and organisation of crime",2011,1,1493,1261500,312757,54111,1021.95,2.6,9.7,0.8665,1.3999,326.4,124.7,9.5,4,66,,1187176,16843,3047,Fine Gael,1241,11.7,83.2
Dublin,"Offences against government, justice procedures and organisation of crime",2011,2,1362,1261500,319436,54111,1027.44,2.6,9.7,0.8875,1.4388,588.3,129.7,9.5,4,66,,1187176,16843,5015,Fine Gael,1241,11.7,83.2
Dublin,"Offences against government, justice procedures and organisation of crime",2011,3,1366,1261500,331193,54111,1034.99,2.6,9.7,0.8717,1.377,419.1,169.6,9.5,4,66,,1187176,16843,7532,Fine Gael,1241,11.7,83.2
Dublin,"Offences against government, justice procedures and organisation of crime",2011,4,1353,1261500,306935,54111,1027.48,2.6,9.7,0.8441,1.3179,217.9,248.1,9.5,4,66,,1187176,16843,4261,Fine Gael,1241,11.7,83.2
Dublin,"Offences against government, justice procedures and organisation of crime",2012,1,1627,1262900,311985,51589,1027.84,1.7,0.6,0.8345,1.3201,288,158.8,10.3,6.1,67,,,16843,2812,Fine Gael,1163,11.5,82.7
Dublin,"Offences against government, justice procedures and organisation of crime",2012,2,1387,1262900,317220,51589,1031.78,1.7,0.6,0.8058,1.2526,484.6,298.5,10.3,6.1,67,,,16843,5411,Fine Gael,1163,11.5,82.7
Dublin,"Offences against government, justice procedures and organisation of crime",2012,3,1204,1262900,326025,51589,1041.66,1.7,0.6,0.7982,1.2856,447.7,247.1,10.3,6.1,67,,,16843,7712,Fine Gael,1163,11.5,82.7
Dublin,"Offences against government, justice procedures and organisation of crime",2012,4,1145,1262900,301172,51589,1041.95,1.7,0.6,0.8124,1.3119,254,194.8,10.3,6.1,67,,,16843,4778,Fine Gael,1163,11.5,82.7
Dublin,"Offences against government, justice procedures and organisation of crime",2013,1,1166,1262400,306829,50938,1046.5,0.5,0.7,0.86,1.2964,172.4,227.2,9.1,4.9,71,88.6,,16328,3642,Fine Gael,1026,10.6,82
Dublin,"Offences against government, justice procedures and organisation of crime",2013,2,1253,1262400,307838,50938,1055.33,0.5,0.7,0.8519,1.3189,570,143.3,9.1,4.9,71,88.6,,16328,5444,Fine Gael,1026,10.6,82
Dublin,"Offences against government, justice procedures and organisation of crime",2013,3,1186,1262400,313238,50938,1070.88,0.5,0.7,0.8417,1.3348,506,156.8,9.1,4.9,71,88.6,,16328,7760,Fine Gael,1026,10.6,82
Dublin,"Offences against government, justice procedures and organisation of crime",2013,4,1184,1262400,284758,50938,1077.33,0.5,0.7,0.8364,1.3704,227.1,249.8,9.1,4.9,71,88.6,,16328,4924,Fine Gael,1026,10.6,82
Dublin,"Offences against government, justice procedures and organisation of crime",2014,1,1265,1274600,285949,50847,1088.48,0.2,0,0.8317,1.3823,286.5,242.8,10.3,5.1,74,,,16329,3624,Fine Gael,982,11,82.5
Dublin,"Offences against government, justice procedures and organisation of crime",2014,2,1286,1274600,286944,50847,1102.96,0.2,0,0.8041,1.3592,534.8,161.9,10.3,5.1,74,,,16329,5567,Fine Gael,982,11,82.5
Dublin,"Offences against government, justice procedures and organisation of crime",2014,3,1225,1274600,287464,50847,1125.97,0.2,0,0.7911,1.2901,482.9,234.5,10.3,5.1,74,,,16329,8048,Fine Gael,982,11,82.5
Dublin,"Offences against government, justice procedures and organisation of crime",2014,4,1255,1274600,255873,50847,1143.08,0.2,0,0.7883,1.2331,260.2,287.3,10.3,5.1,74,,,16329,4956,Fine Gael,982,11,82.5
Eastern,Homicide offences,2007,1,7,796000,62508,60874,991.51,4.9,20.4,0.6802,1.3242,317.9,252.3,8.8,2.3,43,82.4,,16776,3401,Fianna F‡il,1605,13.2,84
Eastern,Homicide offences,2007,2,5,796000,61644,60874,999.36,4.9,20.4,0.6756,1.3419,660.7,194.3,8.8,2.3,43,82.4,,16776,5558,Fianna F‡il,1605,13.2,84
Eastern,Homicide offences,2007,3,7,796000,65397,60874,1008.7,4.9,20.4,0.6889,1.3896,523.4,303.2,8.8,2.3,43,82.4,,16776,8949,Fianna F‡il,1605,13.2,84
Eastern,Homicide offences,2007,4,4,796000,64278,60874,1011.88,4.9,20.4,0.7206,1.457,247.2,226.6,8.8,2.3,43,82.4,,16776,4848,Fianna F‡il,1605,13.2,84
Eastern,Homicide offences,2008,1,3,813400,77056,61496,1011.41,4.1,9.6,0.7749,1.5527,294,297.8,10.2,2.3,46,85.4,,17799,3228,Fianna F‡il,1439,12.2,84.3
Eastern,Homicide offences,2008,2,6,813400,83878,61496,1010.66,4.1,9.6,0.7915,1.5553,539.9,169.3,10.2,2.3,46,85.4,,17799,5351,Fianna F‡il,1439,12.2,84.3
Eastern,Homicide offences,2008,3,1,813400,96859,61496,1003.98,4.1,9.6,0.7992,1.437,343.2,368.7,10.2,2.3,46,85.4,,17799,8751,Fianna F‡il,1439,12.2,84.3
Eastern,Homicide offences,2008,4,2,813400,107764,61496,991.31,4.1,9.6,0.9045,1.3449,228.1,260.8,10.2,2.3,46,85.4,,17799,4857,Fianna F‡il,1439,12.2,84.3
Eastern,Homicide offences,2009,1,2,820800,135929,58759,967.17,-4.5,-22,0.9197,1.305,257.3,170.9,14.6,3.7,49,,,17579,3450,Fianna F‡il,1360,11,83.1
Eastern,Homicide offences,2009,2,3,820800,151517,58759,936.97,-4.5,-22,0.8567,1.4016,587.1,268.5,14.6,3.7,49,,,17579,5432,Fianna F‡il,1360,11,83.1
Eastern,Homicide offences,2009,3,2,820800,163406,58759,903.25,-4.5,-22,0.8914,1.4562,446.8,365.6,14.6,3.7,49,,,17579,8047,Fianna F‡il,1360,11,83.1
Eastern,Homicide offences,2009,4,4,820800,160960,58759,869.27,-4.5,-22,0.8997,1.4614,197.6,377.5,14.6,3.7,49,,,17579,4698,Fianna F‡il,1360,11,83.1
Eastern,Homicide offences,2010,1,4,828400,168325,57023,837.65,-1,1.3,0.9016,1.3569,256.8,169.1,16.3,4.9,52,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Eastern,Homicide offences,2010,2,5,828400,171185,57023,817.69,-1,1.3,0.8277,1.2209,592.4,154.4,16.3,4.9,52,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Eastern,Homicide offences,2010,3,3,828400,176696,57023,807.9,-1,1.3,0.8399,1.3067,440.5,353,16.3,4.9,52,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Eastern,Homicide offences,2010,4,2,828400,166943,57023,799.73,-1,1.3,0.8481,1.322,255.4,219.9,16.3,4.9,52,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Eastern,Homicide offences,2011,1,4,833800,172023,54111,791.3,2.6,9.7,0.8665,1.3999,311.7,203,13.5,7.9,57,,825206,16843,3047,Fine Gael,1241,11.7,83.2
Eastern,Homicide offences,2011,2,2,833800,174071,54111,787.79,2.6,9.7,0.8875,1.4388,589.6,167.1,13.5,7.9,57,,825206,16843,5015,Fine Gael,1241,11.7,83.2
Eastern,Homicide offences,2011,3,0,833800,178227,54111,785.13,2.6,9.7,0.8717,1.377,380.7,247.9,13.5,7.9,57,,825206,16843,7532,Fine Gael,1241,11.7,83.2
Eastern,Homicide offences,2011,4,0,833800,169937,54111,777.76,2.6,9.7,0.8441,1.3179,197.4,327.8,13.5,7.9,57,,825206,16843,4261,Fine Gael,1241,11.7,83.2
Eastern,Homicide offences,2012,1,4,840100,172399,51589,773.51,1.7,0.6,0.8345,1.3201,271,202.1,12.5,4.1,63,,,16843,2812,Fine Gael,1163,11.5,82.7
Eastern,Homicide offences,2012,2,1,840100,172637,51589,771.92,1.7,0.6,0.8058,1.2526,446.3,305.7,12.5,4.1,63,,,16843,5411,Fine Gael,1163,11.5,82.7
Eastern,Homicide offences,2012,3,3,840100,176208,51589,771.79,1.7,0.6,0.7982,1.2856,438.5,309.5,12.5,4.1,63,,,16843,7712,Fine Gael,1163,11.5,82.7
Eastern,Homicide offences,2012,4,2,840100,165942,51589,770.66,1.7,0.6,0.8124,1.3119,222.2,250.1,12.5,4.1,63,,,16843,4778,Fine Gael,1163,11.5,82.7
Eastern,Homicide offences,2013,1,3,840800,168721,50938,771.1,0.5,0.7,0.86,1.2964,159.4,212.7,12.3,5.9,63,90.4,,16328,3642,Fine Gael,1026,10.6,82
Eastern,Homicide offences,2013,2,2,840800,167784,50938,771.73,0.5,0.7,0.8519,1.3189,509,213.1,12.3,5.9,63,90.4,,16328,5444,Fine Gael,1026,10.6,82
Eastern,Homicide offences,2013,3,4,840800,168444,50938,780.86,0.5,0.7,0.8417,1.3348,476.7,176,12.3,5.9,63,90.4,,16328,7760,Fine Gael,1026,10.6,82
Eastern,Homicide offences,2013,4,1,840800,155952,50938,788.14,0.5,0.7,0.8364,1.3704,203.5,361.2,12.3,5.9,63,90.4,,16328,4924,Fine Gael,1026,10.6,82
Eastern,Homicide offences,2014,1,4,846900,157147,50847,794.16,0.2,0,0.8317,1.3823,238.3,371.4,14.9,6.2,65,,,16329,3624,Fine Gael,982,11,82.5
Eastern,Homicide offences,2014,2,6,846900,154612,50847,806.93,0.2,0,0.8041,1.3592,469,247.4,14.9,6.2,65,,,16329,5567,Fine Gael,982,11,82.5
Eastern,Homicide offences,2014,3,3,846900,154335,50847,829.82,0.2,0,0.7911,1.2901,435.4,201.9,14.9,6.2,65,,,16329,8048,Fine Gael,982,11,82.5
Eastern,Homicide offences,2014,4,1,846900,141621,50847,844.51,0.2,0,0.7883,1.2331,233.3,380,14.9,6.2,65,,,16329,4956,Fine Gael,982,11,82.5
Eastern,Sexual offences,2007,1,62,796000,62508,60874,991.51,4.9,20.4,0.6802,1.3242,317.9,252.3,8.8,2.3,43,82.4,,16776,3401,Fianna F‡il,1605,13.2,84
Eastern,Sexual offences,2007,2,41,796000,61644,60874,999.36,4.9,20.4,0.6756,1.3419,660.7,194.3,8.8,2.3,43,82.4,,16776,5558,Fianna F‡il,1605,13.2,84
Eastern,Sexual offences,2007,3,52,796000,65397,60874,1008.7,4.9,20.4,0.6889,1.3896,523.4,303.2,8.8,2.3,43,82.4,,16776,8949,Fianna F‡il,1605,13.2,84
Eastern,Sexual offences,2007,4,41,796000,64278,60874,1011.88,4.9,20.4,0.7206,1.457,247.2,226.6,8.8,2.3,43,82.4,,16776,4848,Fianna F‡il,1605,13.2,84
Eastern,Sexual offences,2008,1,43,813400,77056,61496,1011.41,4.1,9.6,0.7749,1.5527,294,297.8,10.2,2.3,46,85.4,,17799,3228,Fianna F‡il,1439,12.2,84.3
Eastern,Sexual offences,2008,2,45,813400,83878,61496,1010.66,4.1,9.6,0.7915,1.5553,539.9,169.3,10.2,2.3,46,85.4,,17799,5351,Fianna F‡il,1439,12.2,84.3
Eastern,Sexual offences,2008,3,52,813400,96859,61496,1003.98,4.1,9.6,0.7992,1.437,343.2,368.7,10.2,2.3,46,85.4,,17799,8751,Fianna F‡il,1439,12.2,84.3
Eastern,Sexual offences,2008,4,41,813400,107764,61496,991.31,4.1,9.6,0.9045,1.3449,228.1,260.8,10.2,2.3,46,85.4,,17799,4857,Fianna F‡il,1439,12.2,84.3
Eastern,Sexual offences,2009,1,83,820800,135929,58759,967.17,-4.5,-22,0.9197,1.305,257.3,170.9,14.6,3.7,49,,,17579,3450,Fianna F‡il,1360,11,83.1
Eastern,Sexual offences,2009,2,49,820800,151517,58759,936.97,-4.5,-22,0.8567,1.4016,587.1,268.5,14.6,3.7,49,,,17579,5432,Fianna F‡il,1360,11,83.1
Eastern,Sexual offences,2009,3,46,820800,163406,58759,903.25,-4.5,-22,0.8914,1.4562,446.8,365.6,14.6,3.7,49,,,17579,8047,Fianna F‡il,1360,11,83.1
Eastern,Sexual offences,2009,4,35,820800,160960,58759,869.27,-4.5,-22,0.8997,1.4614,197.6,377.5,14.6,3.7,49,,,17579,4698,Fianna F‡il,1360,11,83.1
Eastern,Sexual offences,2010,1,78,828400,168325,57023,837.65,-1,1.3,0.9016,1.3569,256.8,169.1,16.3,4.9,52,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Eastern,Sexual offences,2010,2,111,828400,171185,57023,817.69,-1,1.3,0.8277,1.2209,592.4,154.4,16.3,4.9,52,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Eastern,Sexual offences,2010,3,76,828400,176696,57023,807.9,-1,1.3,0.8399,1.3067,440.5,353,16.3,4.9,52,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Eastern,Sexual offences,2010,4,59,828400,166943,57023,799.73,-1,1.3,0.8481,1.322,255.4,219.9,16.3,4.9,52,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Eastern,Sexual offences,2011,1,81,833800,172023,54111,791.3,2.6,9.7,0.8665,1.3999,311.7,203,13.5,7.9,57,,825206,16843,3047,Fine Gael,1241,11.7,83.2
Eastern,Sexual offences,2011,2,81,833800,174071,54111,787.79,2.6,9.7,0.8875,1.4388,589.6,167.1,13.5,7.9,57,,825206,16843,5015,Fine Gael,1241,11.7,83.2
Eastern,Sexual offences,2011,3,71,833800,178227,54111,785.13,2.6,9.7,0.8717,1.377,380.7,247.9,13.5,7.9,57,,825206,16843,7532,Fine Gael,1241,11.7,83.2
Eastern,Sexual offences,2011,4,64,833800,169937,54111,777.76,2.6,9.7,0.8441,1.3179,197.4,327.8,13.5,7.9,57,,825206,16843,4261,Fine Gael,1241,11.7,83.2
Eastern,Sexual offences,2012,1,108,840100,172399,51589,773.51,1.7,0.6,0.8345,1.3201,271,202.1,12.5,4.1,63,,,16843,2812,Fine Gael,1163,11.5,82.7
Eastern,Sexual offences,2012,2,59,840100,172637,51589,771.92,1.7,0.6,0.8058,1.2526,446.3,305.7,12.5,4.1,63,,,16843,5411,Fine Gael,1163,11.5,82.7
Eastern,Sexual offences,2012,3,67,840100,176208,51589,771.79,1.7,0.6,0.7982,1.2856,438.5,309.5,12.5,4.1,63,,,16843,7712,Fine Gael,1163,11.5,82.7
Eastern,Sexual offences,2012,4,67,840100,165942,51589,770.66,1.7,0.6,0.8124,1.3119,222.2,250.1,12.5,4.1,63,,,16843,4778,Fine Gael,1163,11.5,82.7
Eastern,Sexual offences,2013,1,101,840800,168721,50938,771.1,0.5,0.7,0.86,1.2964,159.4,212.7,12.3,5.9,63,90.4,,16328,3642,Fine Gael,1026,10.6,82
Eastern,Sexual offences,2013,2,76,840800,167784,50938,771.73,0.5,0.7,0.8519,1.3189,509,213.1,12.3,5.9,63,90.4,,16328,5444,Fine Gael,1026,10.6,82
